nama,provinsi,kabupaten/kota,alamat,titik_koordinat,kategori,latitude,longitude
Hutan Kota Wanamukti Kebumen,Jawa Tengah,Kebumen,Jalan HM Sarbini,"-7.6644081,109.6647059",Lainnya,-7.6644081,109.6647059
Hutan Kota Baruga,Sulawesi Tenggara,Kendari,Hutan Kota Baruga Kendari,"-4.0365268,122.4790635",Lainnya,-4.0365268,122.4790635
Hutan Kota Cipayung,DKI Jakarta,Jakarta Timur,Hutan Kota Cipayung Jakarta Timur,"-6.3390133,106.8905723",Lainnya,-6.3390133,106.8905723
Hutan Kota Gelora Bung Karno,DKI Jakarta,Daerah Khusus ibukota Jakarta,Hutan Kota Gelora Bung Karno Daerah Khusus ibukota Jakarta,"-6.2222554,106.8071019",Lainnya,-6.2222554,106.8071019
Hutan Kota Kalirejo,Jawa Timur,Bangil,Jalan Bader,"-7.5853914,112.7912108",Lainnya,-7.5853914,112.7912108
Hutan Kota Kawasan Industri Pulogadung,DKI Jakarta,Jakarta Timur,Hutan Kota Kawasan Industri Pulogadung Jakarta Timur,"-6.2062105,106.9155635",Lainnya,-6.2062105,106.9155635
HUTAN KOTA KEMBANGAN,DKI Jakarta,Daerah Khusus ibukota Jakarta,HUTAN KOTA KEMBANGAN Daerah Khusus ibukota Jakarta,"-6.1695337,106.7512507",Lainnya,-6.1695337,106.7512507
Hutan Kota Rajawali Batang,Jawa Tengah,Batang,Hutan Kota Rajawali Batang Batang,"-6.9064022,109.7203859",Lainnya,-6.9064022,109.7203859
Hutan Kota Srengseng,DKI Jakarta,Daerah Khusus ibukota Jakarta,Hutan Kota Srengseng Daerah Khusus ibukota Jakarta,"-6.2109489,106.7640913",Lainnya,-6.2109489,106.7640913
Hutan Lindung,Bali,Badung,Hutan Lindung Badung,"-8.2543059,115.2198182",Lainnya,-8.2543059,115.2198182
Hutan mangrove,Maluku,Buru Selatan,Hutan mangrove Buru Selatan,"-3.7898794,126.5428497",Lainnya,-3.7898794,126.5428497
Hutan Mangrove TongkeTongke,Sulawesi Selatan,Sulawesi,Hutan Mangrove TongkeTongke Sulawesi,"-5.1499363,120.2722625",Lainnya,-5.1499363,120.2722625
Hutan Pinus Asri,Daerah Istimewa Yogyakarta,Bantul,Hutan Pinus Asri Bantul,"-7.9210551,110.43542",Lainnya,-7.9210551,110.43542
Hutan Pinus Becici,Daerah Istimewa Yogyakarta,Bantul,Hutan Pinus Becici Bantul,"-7.9012592,110.4372592",Lainnya,-7.9012592,110.4372592
Hutan Pinus Kalilo,Jawa Tengah,Purworejo,Hutan Pinus Kalilo Purworejo,"-7.7511136,110.1182989",Lainnya,-7.7511136,110.1182989
Hutan Pinus Sari,Daerah Istimewa Yogyakarta,Bantul,Hutan Pinus Sari Bantul,"-7.9261585,110.4309128",Lainnya,-7.9261585,110.4309128
Hutan pinus Sigendol,Jawa Tengah,Purworejo,Hutan pinus Sigendol Purworejo,"-7.7555308,110.1197838",Lainnya,-7.7555308,110.1197838
Hutan Rimba,Sumatera Barat,Padang,Hutan Rimba Padang,"-0.9259004,100.3879201",Lainnya,-0.9259004,100.3879201
Hutan Taman Kota Pati,Jawa Tengah,Kecamatan Pati,Jalan Raya Kudus  Pati,"-6.7567095,111.0206417",Taman,-6.7567095,111.0206417
Hutan Wisata Jompie,Sulawesi Selatan,ParePare,Hutan Wisata Jompie ParePare,"-3.9974528,119.6409143",Lainnya,-3.9974528,119.6409143
Hutan Wisata Punti Kayu,Sumatera Selatan,Palembang,Hutan Wisata Punti Kayu Palembang,"-2.9454032,104.726152",Lainnya,-2.9454032,104.726152
Jalan Malioboro,Kota Yogyakarta Indonesia,Daerah Istimewa Yogyakarta,Kota Yogyakarta,7.7926455°S 110.365846°E,Lainnya,-7.7926455,110.365846
Jalan Tunjungan,Kota Surabaya Indonesia,Jawa Timur,kota surabaya,7.27200117°S 112.74230594°E,Lainnya,-7.27200117,112.7423059
Jawa Timur Park,Kota Batu Malang,Jawa Timur,Kota Batu,7.88412°S 112.52491°E,Lainnya,-7.88412,112.52491
Jembatan Nasional Suramadu,Kota Surabaya Indonesia,Jawa Timur,kota surabaya,7.18417°S 112.78000°E,Lainnya,-7.18417,112.78
Kampung Adat Bena,Nusa Tenggara Timur,Ngada,Kampung Adat Bena Ngada,"-8.876442,120.9847098",Lainnya,-8.876442,120.9847098
KAMPUNG ADAT DONAMEZE,Nusa Tenggara Timur,Ngada,KAMPUNG ADAT DONAMEZE Ngada,"-8.904761,121.0229685",Lainnya,-8.904761,121.0229685
Kampung Adat Luba,Nusa Tenggara Timur,Ngada,Kampung Adat Luba Ngada,"-8.8746304,120.9845814",Lainnya,-8.8746304,120.9845814
Kampung Batik Klampar,Jawa Timur,Pamekasan,Jl Kampung Batik,"-7.1252773,113.4576159",Lainnya,-7.1252773,113.4576159
Kampung Bugis,Kepulauan Riau,Sumatera,Kampung Bugis Sumatera,"0.9401515,104.4437691",Lainnya,0.9401515,104.4437691
Kampung Cunting,Kepulauan Riau,Batam,Kampung Cunting Batam,"1.0552861,103.9124793",Lainnya,1.0552861,103.9124793
Kampung Djoker,Jawa Timur,Surabaya,Jalan Manukan Lor IV E,"-7.2593851,112.6616894",Lainnya,-7.2593851,112.6616894
Kampung Gajah,Jawa Barat,Bandung Barat,Kampung Gajah Bandung Barat,"-6.8295623,107.5965431",Lainnya,-6.8295623,107.5965431
Kampung Gajah Wonderland,DKI Jakarta,Bandung Barat,Jalan Sersan Bajuri,"-6.8295078,107.5965635",Lainnya,-6.8295078,107.5965635
Kampung Galupadang,Nusa Tenggara Timur,Sumba Barat,Kampung Galupadang Sumba Barat,"-9.704626,119.4147992",Lainnya,-9.704626,119.4147992
kampung Halaman Pejuang Alfala,Aceh,Aceh Tengah,kampung Halaman Pejuang Alfala Aceh Tengah,"4.6247762,96.8471721",Lainnya,4.6247762,96.8471721
Kampung Kidz,Jawa Timur,Kota Batu,Kampung Kidz Kota Batu,"-7.8638948,112.5331643",Lainnya,-7.8638948,112.5331643
Kampung Komodo,Nusa Tenggara Timur,Manggarai Barat,Kampung Komodo Manggarai Barat,"-8.5895506,119.4886136",Lainnya,-8.5895506,119.4886136
Kampung Korea Bandung,Jawa Barat,Kota Bandung,Kampung Korea Bandung Kota Bandung,"-6.9155688,107.6406431",Lainnya,-6.9155688,107.6406431
Kampung Korea Desa Kadu Engang,Banten,Pandeglang,Kampung Korea Desa Kadu Engang Pandeglang,"-6.2653107,106.0793841",Lainnya,-6.2653107,106.0793841
Kampung Praipaloli,Nusa Tenggara Timur,Sumba Barat,Kampung Praipaloli Sumba Barat,"-9.7014323,119.4173527",Lainnya,-9.7014323,119.4173527
Kampung Rinca,Nusa Tenggara Timur,Manggarai Barat,Kampung Rinca Manggarai Barat,"-8.6203351,119.7864407",Lainnya,-8.6203351,119.7864407
Kampung Sedaun,Kepulauan Riau,Batam,Kampung Sedaun Batam,"1.03853,104.07785",Lainnya,1.03853,104.07785
Kampung Sejulang Punggur,Kepulauan Riau,Batam,Kampung Sejulang Punggur Batam,"1.0595588,104.1211277",Lainnya,1.0595588,104.1211277
Kampung Tahu Tinalan,Jawa Timur,Kota Kediri,Jalan Tinalan Gang,"-7.8301902,112.0311702",Lainnya,-7.8301902,112.0311702
Kampung Tradisional,Nusa Tenggara Timur,Alor,Kampung Tradisional Alor,"-8.1880114,124.5551609",Lainnya,-8.1880114,124.5551609
Kampung Tua Bitombang,Sulawesi Selatan,Sulawesi,Kampung Tua Bitombang Sulawesi,"-6.1513209,120.5077886",Lainnya,-6.1513209,120.5077886
Kampung Waituno,Sulawesi Tenggara,Wakatobi,Kampung Waituno Wakatobi,"-5.271285,123.5259964",Lainnya,-5.271285,123.5259964
Kampung Warna Warni Jodipan,Jawa Timur,Kota Malang,Kampung Warna Warni Jodipan Kota Malang,"-7.9831221,112.6378633",Lainnya,-7.9831221,112.6378633
Kampung Wisata Kungkuk,Jawa Timur,Kota Batu,Kampung Wisata Kungkuk Kota Batu,"-7.8345352,112.5253474",Lainnya,-7.8345352,112.5253474
Kampungpengairan,Kepulauan Riau,Batam,Kampungpengairan Batam,"1.100371,103.954849",Lainnya,1.100371,103.954849
Kintamani Bangli,Bali,Bangli,bangli,8.244249°S 115.327723°E,Taman,-8.244249,115.327723
Kolam,Papua Selatan,Merauke,Kolam Merauke,"-7.2933414,140.1458817",Lainnya,-7.2933414,140.1458817
Kolam Alam Tilangnga,Sulawesi Selatan,Tana Toraja,Kolam Alam Tilangnga Tana Toraja,"-3.035305,119.8873106",Lainnya,-3.035305,119.8873106
Kolam Renang Songgoriti,Jawa Timur,Kota Batu,Kolam Renang Songgoriti Kota Batu,"-7.8663194,112.4923611",Lainnya,-7.8663194,112.4923611
Kolam renang tirta agung,Jawa Timur,Jombang,Kolam renang tirta agung Jombang,"-7.6337692,112.2106965",Lainnya,-7.6337692,112.2106965
Lembah Diyeng,Jawa Timur,Bangil,Lembah Diyeng Bangil,"-7.5939091,112.6636",Lainnya,-7.5939091,112.6636
LEMBAH GUNUNG MADU,Jawa Tengah,Boyolali,LEMBAH GUNUNG MADU Boyolali,"-7.4105401,110.6899137",Gunung,-7.4105401,110.6899137
Makam Abah Anang Djazouly,Kalimantan Selatan,Banjar,Makam Abah Anang Djazouly Banjar,"-3.4206379,114.8510742",Lainnya,-3.4206379,114.8510742
Makam Abdul Wahid,Jawa Tengah,Salatiga,Makam Abdul Wahid Salatiga,"-7.3566971,110.5237332",Lainnya,-7.3566971,110.5237332
Makam Adji Kemala,Kalimantan Timur,Balikpapan,Makam Adji Kemala Balikpapan,"-1.2732247,116.8083524",Lainnya,-1.2732247,116.8083524
Makam Akek Bandang Tuatunu,Kepulauan Bangka Belitung,Pangkalpinang,Makam Akek Bandang Tuatunu Pangkalpinang,"-2.1043274,106.0594853",Lainnya,-2.1043274,106.0594853
Makam Amuk Hantarukung,Kalimantan Selatan,Hulu Sungai Selatan,Makam Amuk Hantarukung Hulu Sungai Selatan,"-2.7989698,115.2147734",Lainnya,-2.7989698,115.2147734
Makam Arsitek,Daerah Istimewa Yogyakarta,Bantul,Makam Arsitek Bantul,"-7.9209607,110.395858",Lainnya,-7.9209607,110.395858
makam aryo blitar,Jawa Timur,Blitar,makam aryo blitar Blitar,"-8.1018286,112.1481448",Lainnya,-8.1018286,112.1481448
Makam Bonocolono Ki Ageng Gentiri,Jawa Timur,Kota Kediri,Makam Bonocolono Ki Ageng Gentiri Kota Kediri,"-7.8060552,111.976322",Lainnya,-7.8060552,111.976322
Makam Cut Nyak Dien,Jawa Barat,Sumedang,Makam Cut Nyak Dien Sumedang,"-6.8632164,107.9164737",Lainnya,-6.8632164,107.9164737
Makam Danataraha,Nusa Tenggara Barat,Bima,Makam Danataraha Bima,"-8.4590814,118.729366",Lainnya,-8.4590814,118.729366
Makam Datu Amin,Kalimantan Selatan,Banjarmasin,Makam Datu Amin Banjarmasin,"-3.3065752,114.6103673",Lainnya,-3.3065752,114.6103673
Makam Datu H Abdussamad,Kalimantan Selatan,Barito Kuala,Makam Datu H Abdussamad Barito Kuala,"-2.9821111,114.7716858",Lainnya,-2.9821111,114.7716858
Makam Datu Kandang Haji,Kalimantan Selatan,Balangan,Makam Datu Kandang Haji Balangan,"-2.2622277,115.5872343",Lainnya,-2.2622277,115.5872343
Makam Datu Kelampaian,Kalimantan Selatan,Banjar,Makam Datu Kelampaian Banjar,"-3.3570857,114.8705789",Lainnya,-3.3570857,114.8705789
Makam Datu Maad bin Ali,Kalimantan Selatan,Banjar,Makam Datu Maad bin Ali Banjar,"-3.3569163,114.8199806",Lainnya,-3.3569163,114.8199806
Makam Datu Muhammad Jafar,Kalimantan Selatan,Banjar,Makam Datu Muhammad Jafar Banjar,"-3.193212,115.153496",Lainnya,-3.193212,115.153496
makam desa,Jawa Timur,Bojonegoro,makam desa Bojonegoro,"-7.0955099,112.0353354",Lainnya,-7.0955099,112.0353354
Makam Desa Maniskidul,Jawa Barat,Kuningan,Makam Desa Maniskidul Kuningan,"-6.9089004,108.4876548",Lainnya,-6.9089004,108.4876548
MAKAM DESA SARANGAN,Jawa Timur,Bojonegoro,MAKAM DESA SARANGAN Bojonegoro,"-7.1535242,111.9865659",Lainnya,-7.1535242,111.9865659
Makam Engeline,Jawa Timur,Banyuwangi,Makam Engeline Banyuwangi,"-8.3289659,114.0968001",Lainnya,-8.3289659,114.0968001
Makam Guru Zuhdi,Kalimantan Selatan,Banjar,Makam Guru Zuhdi Banjar,"-3.3994365,114.8094121",Lainnya,-3.3994365,114.8094121
Makam Gusti Yuda Lelana,Kalimantan Selatan,Hulu Sungai Tengah,Makam Gusti Yuda Lelana Hulu Sungai Tengah,"-2.5448776,115.3540065",Lainnya,-2.5448776,115.3540065
Makam Habib Abu Bakar Assegaf Lumpangi,Kalimantan Selatan,Hulu Sungai Selatan,Makam Habib Abu Bakar Assegaf Lumpangi Hulu Sungai Selatan,"-2.8094517,115.4173449",Lainnya,-2.8094517,115.4173449
Makam Jati tengah,Jawa Timur,Bangil,Makam Jati tengah Bangil,"-7.6753377,112.7139425",Lainnya,-7.6753377,112.7139425
Makam Jayaprana,Bali,Buleleng,Makam Jayaprana Buleleng,"-8.1555791,114.540781",Lainnya,-8.1555791,114.540781
Makam KH M Seman,Kalimantan Selatan,Banjar,Makam KH M Seman Banjar,"-3.4206004,114.8515517",Lainnya,-3.4206004,114.8515517
Makam Keramat Batulayar,Nusa Tenggara Barat,Lombok Barat,Makam Keramat Batulayar Lombok Barat,"-8.5163451,116.0605556",Lainnya,-8.5163451,116.0605556
Makam KH Ahmad Zuhdiannor,Kalimantan Selatan,Banjarmasin,Makam KH Ahmad Zuhdiannor Banjarmasin,"-3.3041206,114.5939373",Lainnya,-3.3041206,114.5939373
Makam KH Hasanuddin,Jawa Timur,Nganjuk,Makam KH Hasanuddin Nganjuk,"-7.5889842,112.0827444",Lainnya,-7.5889842,112.0827444
Makam KH Muhammad Anwar Zuhdi,Jawa Timur,Nganjuk,Makam KH Muhammad Anwar Zuhdi Nganjuk,"-7.5891172,112.0826502",Lainnya,-7.5891172,112.0826502
Makam KH Sulaiman Zuhdi dan KH Ghozali Kholil,Jawa Timur,Nganjuk,Makam KH Sulaiman Zuhdi dan KH Ghozali Kholil Nganjuk,"-7.589035,112.0826831",Lainnya,-7.589035,112.0826831
Makam Ki Demang Kertolaksono,Jawa Timur,Jombang,Makam Ki Demang Kertolaksono Jombang,"-7.4595245,112.1601251",Lainnya,-7.4595245,112.1601251
Makam Krapyak,Jawa Timur,Mojokerto,Makam Krapyak Mojokerto,"-7.6903015,112.5481078",Lainnya,-7.6903015,112.5481078
MAKAM KRISTEN,Nusa Tenggara Timur,Sumba Timur,MAKAM KRISTEN Sumba Timur,"-9.6538226,120.2598807",Lainnya,-9.6538226,120.2598807
Makam Kuno Sultan Bima,Nusa Tenggara Barat,Bima,Makam Kuno Sultan Bima Bima,"-8.4485593,118.7279749",Lainnya,-8.4485593,118.7279749
Makam Loang Balok,Nusa Tenggara Barat,Mataram,Makam Loang Balok Mataram,"-8.6035447,116.075736",Lainnya,-8.6035447,116.075736
Makam Mbah Sunan Bungkul,Jawa Timur,Surabaya,Makam Mbah Sunan Bungkul Surabaya,"-7.2914292,112.7400268",Lainnya,-7.2914292,112.7400268
Makam Mbah Priok,DKI Jakarta,Daerah Khusus ibukota Jakarta,Makam Mbah Priok Daerah Khusus ibukota Jakarta,"-6.103098,106.8987854",Lainnya,-6.103098,106.8987854
Makam Mbah Wiryo,Jawa Timur,Kota Malang,Makam Mbah Wiryo Kota Malang,"-7.979434,112.6070839",Lainnya,-7.979434,112.6070839
Makam Nyato,Nusa Tenggara Barat,Lombok Tengah,Makam Nyato Lombok Tengah,"-8.8359614,116.3109804",Lainnya,-8.8359614,116.3109804
Makam Pahlawan,Kepulauan Bangka Belitung,Bangka,Makam Pahlawan Bangka,"-1.8766271,106.1146237",Lainnya,-1.8766271,106.1146237
Makam Pahlawan Nasional Majeluk Mataram,Nusa Tenggara Barat,Mataram,Makam Pahlawan Nasional Majeluk Mataram Mataram,"-8.5805263,116.1222403",Lainnya,-8.5805263,116.1222403
Makam Pahlawan Renggarasi,Nusa Tenggara Timur,Sikka,Dusun Paipenga,"-8.6998734,122.0040147",Lainnya,-8.6998734,122.0040147
Makam Pangeran Muso Salim,Kalimantan Timur,Kutai Kartanegara,Makam Pangeran Muso Salim Kutai Kartanegara,"-0.1477236,116.7228969",Lainnya,-0.1477236,116.7228969
Makam Pendiri Kota Bandung,Jawa Barat,Kota Bandung,Makam Pendiri Kota Bandung Kota Bandung,"-6.921634,107.605588",Lainnya,-6.921634,107.605588
Makam Raden Inten II,Lampung,Lampung Selatan,Makam Raden Inten II Lampung Selatan,"-5.7678352,105.691497",Lainnya,-5.7678352,105.691497
Makam Raja Muda Pasir Aji Nyese,Kalimantan Timur,Paser,Makam Raja Muda Pasir Aji Nyese Paser,"-1.9449494,116.2144303",Lainnya,-1.9449494,116.2144303
Makam Rajaraja,Nusa Tenggara Barat,Bima,Makam Rajaraja Bima,"-8.4552685,118.7263437",Lainnya,-8.4552685,118.7263437
Makam Ratu Intan,Kalimantan Selatan,Kotabaru,Makam Ratu Intan Kotabaru,"-2.405969,116.1982164",Lainnya,-2.405969,116.1982164
Makam Ruma Bicara,Nusa Tenggara Barat,Bima,Makam Ruma Bicara Bima,"-8.4545924,118.7325961",Lainnya,-8.4545924,118.7325961
Makam Sawo,DKI Jakarta,Pandeglang,Makam Sawo Pandeglang,"-6.5707937,105.6176611",Lainnya,-6.5707937,105.6176611
Makam Shekh Mubarok,Banten,Kabupaten Tangerang,Makam Shekh Mubarok Kabupaten Tangerang,"-6.2471225,106.4484787",Lainnya,-6.2471225,106.4484787
Makam Sri Paduka Paku Buwana VI,Daerah Istimewa Yogyakarta,Bantul,Makam Sri Paduka Paku Buwana VI Bantul,"-7.9205936,110.394951",Lainnya,-7.9205936,110.394951
Makam Sri Sultan Hamengkubuwono I,Daerah Istimewa Yogyakarta,Bantul,Makam Sri Sultan Hamengkubuwono I Bantul,"-7.9209536,110.3961729",Lainnya,-7.9209536,110.3961729
Makam Sultan Agung,Daerah Istimewa Yogyakarta,Bantul,Makam Sultan Agung Bantul,"-7.9205247,110.3957039",Lainnya,-7.9205247,110.3957039
MAKAM SYECH MAHRUF,Jawa Tengah,Cilacap,MAKAM SYECH MAHRUF  Cilacap,"-7.6815424,109.1729486",Lainnya,-7.6815424,109.1729486
Makam Syekh Abdul Hamid Abulung,Kalimantan Selatan,Banjar,Makam Syekh Abdul Hamid Abulung Banjar,"-3.350227,114.814143",Lainnya,-3.350227,114.814143
Makam Syekh Mubarak,Kalimantan Selatan,Hulu Sungai Tengah,Makam Syekh Mubarak Hulu Sungai Tengah,"-2.5720273,115.3223947",Lainnya,-2.5720273,115.3223947
Makam Temanggung Tingkoh,Kalimantan Tengah,Murung Raya,Makam Temanggung Tingkoh Murung Raya,"-0.6745975,114.6265733",Lainnya,-0.6745975,114.6265733
Makam Teungku Peukan,Aceh,Aceh Barat Daya,Makam Teungku Peukan Aceh Barat Daya,"3.7375265,96.8340187",Lainnya,3.7375265,96.8340187
Makam Theys H Eluay,Papua,Sentani,Makam Theys H Eluay Sentani,"-2.5650594,140.5144714",Lainnya,-2.5650594,140.5144714
Makam Umum Prajurit,Nusa Tenggara Barat,Batas Administrasi Desa Kuripan Selatan,Makam Umum Prajurit Batas Administrasi Desa Kuripan Selatan,"-8.6882834,116.1710906",Lainnya,-8.6882834,116.1710906
Mall,Sulawesi Utara,Manado,Mall Manado,"1.4843605,124.8339864",Pusat Perbelanjaan,1.4843605,124.8339864
Mall Ambasador,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Prof Dr Satrio,"-6.2238821,106.8269758",Pusat Perbelanjaan,-6.2238821,106.8269758
Mall Artasedana,Bali,Buleleng,Mall Artasedana Buleleng,"-8.1157845,115.0919242",Pusat Perbelanjaan,-8.1157845,115.0919242
Mall Artha Gading,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jl Artha Gading Selatan,"-6.1451585,106.8914384",Pusat Perbelanjaan,-6.1451585,106.8914384
Mall Artha Gading,DKI Jakarta,Daerah Khusus ibukota Jakarta,Mall Artha Gading  Daerah Khusus ibukota Jakarta,"-6.1480445,106.8912368",Pusat Perbelanjaan,-6.1480445,106.8912368
Mall Bengkalis,Riau,Bengkalis,Jl Yos Sudardo,"1.4674741,102.1074827",Pusat Perbelanjaan,1.4674741,102.1074827
Mall Borobudur,Jawa Timur,Jombang,Jalan Presiden Kyai Haji Abdurrahman Wahid,"-7.5381826,112.2399137",Pusat Perbelanjaan,-7.5381826,112.2399137
Mall BTM  Pintu Masuk Jl H Djuanda,Jawa Barat,Bogor,Jl Ir H Djuanda Paledang Bogor Tengah Kota Bogor,"-6.60425,106.7963",Pusat Perbelanjaan,-6.60425,106.7963
Mall BTM Bogor,Jawa Barat,Bogor,Jalan Ir H Juanda,"-6.6048751,106.7956649",Pusat Perbelanjaan,-6.6048751,106.7956649
Mall Cinere,Jawa Barat,Depok,Jl Cinere Raya,"-6.3239649,106.7842409",Pusat Perbelanjaan,-6.3239649,106.7842409
Mall Ciputra,Jawa Tengah,Kota Semarang,Mall Ciputra Kota Semarang,"-6.9888121,110.4238378",Pusat Perbelanjaan,-6.9888121,110.4238378
Mall Citra Gran,Jawa Barat,Bekasi,JL Trans Yogi  Cibubur,"-6.3823404,106.9276507",Pusat Perbelanjaan,-6.3823404,106.9276507
Mall Daan Mogot,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jl Daan Mogot Km,"-6.1515769,106.7147796",Pusat Perbelanjaan,-6.1515769,106.7147796
Mall Golden Truly,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Gunung Sahari,"-6.1616079,106.8386765",Pusat Perbelanjaan,-6.1616079,106.8386765
Mall Graha Cijantung,DKI Jakarta,Jakarta Timur,Jalan Raya Bogor,"-6.312505,106.8618215",Pusat Perbelanjaan,-6.312505,106.8618215
Mall Karsa Utama,Gorontalo,Gorontalo,Jalan S Parman,"0.5363535,123.0589686",Pusat Perbelanjaan,0.5363535,123.0589686
Mall Kelapa Gading  Main Entrance,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jl Bulevard Timur,"-6.159001,106.9066252",Pusat Perbelanjaan,-6.159001,106.9066252
Mall Kelapa Gading  Main Entrance,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jl Bulevard Timur,"-6.1583087,106.9070504",Pusat Perbelanjaan,-6.1583087,106.9070504
Mall Kelapa Gading  Main Entrance,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jl Bulevard Timur,"-6.1569905,106.9077406",Pusat Perbelanjaan,-6.1569905,106.9077406
Mall Matahari,Jawa Barat,Karawang,Mall Matahari Karawang,"-6.3078577,107.3068625",Pusat Perbelanjaan,-6.3078577,107.3068625
Mall Nagoya Hill Shopping Centre,Kepulauan Riau,Batam,Mall Nagoya Hill Shopping Centre Batam,"1.1462711,104.0126145",Pusat Perbelanjaan,1.1462711,104.0126145
Mall of Indonesia,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jl Raya Boulevard Barat Kelapa Gading Square,"-6.1509426,106.8920464",Pusat Perbelanjaan,-6.1509426,106.8920464
Mall Rahayu,Bali,Jembrana,Mall Rahayu Jembrana,"-8.3608066,114.6261757",Pusat Perbelanjaan,-8.3608066,114.6261757
Mall Ramayana,Jawa Barat,Karawang,Mall Ramayana Karawang,"-6.3089857,107.3070396",Pusat Perbelanjaan,-6.3089857,107.3070396
Mall Selong,Nusa Tenggara Barat,Lombok,Mall Selong,"-8.6466088,116.5320575",Pusat Perbelanjaan,-8.6466088,116.5320575
Mall Taman Anggrek,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Letjen S Parman,"-6.1783778,106.7923459",Taman,-6.1783778,106.7923459
Marine Park,Nusa Tenggara Barat,Kec Sekarbela,Marine Park Kec Sekarbela,"-8.7433884,115.8912435",Lainnya,-8.7433884,115.8912435
Marine Valen,Papua,Mamberamo Raya,Marine Valen Mamberamo Raya,"-2.5776645,138.4680979",Lainnya,-2.5776645,138.4680979
Market,Jawa Tengah,Jepara,Market Jepara,"-5.8768296,110.4354284",Lainnya,-5.8768296,110.4354284
market,Sumatera Barat,Sumatera,market Sumatera,"-1.5959869,99.2139459",Lainnya,-1.5959869,99.2139459
Market on road,Bali,Gianyar,Market on road Gianyar,"-8.597553,115.2829953",Lainnya,-8.597553,115.2829953
Market UPTD Warujayeng,Jawa Timur,Nganjuk,Market UPTD Warujayeng Nganjuk,"-7.6303335,112.0178807",Lainnya,-7.6303335,112.0178807
Monumen  Mei Mandapai,Kalimantan Selatan,Hulu Sungai Selatan,Monumen  Mei Mandapai Hulu Sungai Selatan,"-2.8191241,115.3231108",Lainnya,-2.8191241,115.3231108
Monumen,Nusa Tenggara Barat,Bima,Monumen  Bima,"-8.4533154,118.734028",Lainnya,-8.4533154,118.734028
Monumen  Gunung Silanu,Sulawesi Selatan,Sulawesi,Monumen  Gunung Silanu Sulawesi,"-5.548141,119.5945037",Gunung,-5.548141,119.5945037
Monumen,DKI Jakarta,Daerah Khusus ibukota Jakarta,Monumen  Daerah Khusus ibukota Jakarta,"-6.1956936,106.8301419",Lainnya,-6.1956936,106.8301419
Monumen AA Maramis,Sulawesi Utara,Manado,Monumen AA Maramis Manado,"1.507291,124.9065853",Lainnya,1.507291,124.9065853
Monumen Adipura,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Monumen Adipura Kota Yogyakarta,"-7.7904143,110.3684772",Lainnya,-7.7904143,110.3684772
MONUMEN ADIPURA,Sulawesi Selatan,Parepare,JALAN PINGGIR LAUT,"-4.0090157,119.6210978",Lainnya,-4.0090157,119.6210978
Monumen Adipura Kencana,Jawa Tengah,Kudus,Monumen Adipura Kencana Kudus,"-6.8283889,110.8313394",Lainnya,-6.8283889,110.8313394
monumen adipura sumbang,Jawa Timur,Bojonegoro,monumen adipura sumbang Bojonegoro,"-7.1595325,111.8817589",Lainnya,-7.1595325,111.8817589
Monumen Adpada Pancasila Kabupaten Tuban,Jawa Timur,Sugihwaras,Monumen Adpada Pancasila Kabupaten Tuban Sugihwaras,"-6.8817946,112.0469811",Lainnya,-6.8817946,112.0469811
Monumen ALRI Divisi IV Pertahanan Kalimantan Alam Roh,Kalimantan Selatan,Banjar,Monumen ALRI Divisi IV Pertahanan Kalimantan Alam Roh Banjar,"-3.2875511,114.6630621",Lainnya,-3.2875511,114.6630621
Monumen AM Sangadji,Kalimantan Timur,Kutai Kartanegara,Monumen AM Sangadji Kutai Kartanegara,"-0.3936696,116.9892715",Lainnya,-0.3936696,116.9892715
